0001	2016-Jan-06	 ng 	Aver	5.5-year-old	Columbus, Oh.	unk	$13.6	Aver, a 5.5-year-old, Columbus, Oh.-based company whose data management platform promises to simplify the healthcare reimbursement process, has raised $13.6 million in funding led by Heritage Group, with participation from Cardinal Health, GE Ventures, Hearst Health Ventures, and affiliates ofNCT Ventures and StartUp Health.
0012	2016-Jan-08	 ng 	Agilence	nine-year-old	Mt. Laurel, N.J.	Series B 	$6	Agilence, a nine-year-old, Mt. Laurel, N.J.-based data analytics company, has raised $6 million in Series B funding led by Arrowroot Capital, with participation from previous investor Aster Capitol. More here.
0013	2016-Jan-08	 ng 	Alector	two-year-old	San Francisco	Series D 	$29.5	Alector, a two-year-old, San Francisco-based biotech company pioneering the discovery and development of first-in-class, immuno-modulatory therapies for Alzheimer’s disease and other neurodegenerative disorders, has raised $29.5 million in Series D funding led by the Dementia Discovery Fund, with new investors Amgen Ventures and AbbVie participating. More here.
0014	2016-Jan-08	 ng 	ASLAN Pharmaceuticals	five-year-old	Singapore	Series C 	$43	ASLAN Pharmaceuticals, a five-year-old, Singapore-based developer of immunotherapies and targeted agents for Asia-prevalent tumor types, has raised $43 million in Series C funding, including from MVP Capital Partners and Accuron Technologies, a wholly-owned subsidiary of Temasek Holdings.More here.
0015	2016-Jan-08	 ng 	Cortexyme	three-year-old	South San Francisco	Series A 	$15	Cortexyme, a three-year-old, South San Francisco-based company at work on therapeutics and diagnostics for Alzheimer’s disease and other degenerative disorders, has raised $15 million in Series A funding led by Pfizer, along with Takeda Pharmaceutical Company through its venture arm, and earlier investor Dolby Family Ventures. Cortexyme previously raised roughly $1 million, including an investment award from Breakout Labs.
0016	2016-Jan-08	 ng 	Cloud Elements	3.5-year-old	Denver	Series A 	$5	Cloud Elements, a 3.5-year-old, Denver-based provider of a cloud-based API platform, has raised $5 million in new Series A funding from Access Venture Partners, among others. More here.
0017	2016-Jan-08	 ng 	Deposit Solutions	four-year-old	Germany	unk	$7	Deposit Solutions, a four-year-old, Germany-based open-architecture platform for retail deposits in Europe, has raised roughly $7 million in funding led by FinLab AG, with participation from Peter Thiel, e.ventures, Stefan Wiskemann, Stefan Glanzer and Christoph Linkwitz.
0018	2016-Jan-08	 ng 	Dibs Technology	year-old	New York	seed fund	$1	Dibs Technology, a year-old, New York-based company that makes dynamic-pricing technology for the fitness club market, has raised $1 million in seed funding. Gree Ventures led the round, and was joined by Comcast Ventures‘ Catalyst Fund, Caerus and Dreamit Ventures.
0019	2016-Jan-08	 ng 	MakeMyTrip	15-year-old	Gurgaon, India	unk	unk	MakeMyTrip, a 15-year-old, Gurgaon, India-based travel booking site, has received an investment of $180 million from Ctrip, a China-based travel booking site. TechCrunch has more here.
0020	2016-Jan-08	 ng 	KidPass	year-old	New York	seed fund	unk	KidPass, a year-old, New York-based startup whoses membership passes help parents discover and book children’s activities, has raised $325,000 in seed funding from Rugged Ventures, Bionic Fund, CoVenture and individual investors.
0021	2016-Jan-08	 ng 	MyMusicTaste	four-year-old	Seoul	Series A 	$10	MyMusicTaste, a four-year-old, Seoul-based startup that gauges fan interest to help figure out where to plan concerts, has raised $10 million in Series A funding led by Softbank Ventures Korea. Other participants in the round include Samsung Ventures, Formation 8, Golden Gate Ventures, Timewise Investment, Partners Investment, Bokwang Ventures Investment, and DT Capital. TechCrunch has more here.
0022	2016-Jan-08	 ng 	PierianDx	year-old	St. Louis	Series A 	$9.25	PierianDx, a year-old, St. Louis-based provider of genomic software and services for personalized medicine development, has raised $9.25 million in Series A funding led by Health Catalyst Capital Management, with participation from Ocean Road Advisors, Inova Translational Medicine Institute and ARUP Laboratories. More here.
0023	2016-Jan-08	 ng 	Platzi	two-year-old	Mountain View, Ca.	seed fund	$2.1	Platzi, a two-year-old, Mountain View, Ca.-based online education startup that offers live streaming classes on design, marketing and code, has raised $2.1 million in seed funding from Omidyar Network, 500 Startups, Nazca Ventures and Amasia Ventures.
0024	2016-Jan-08	 ng 	Scalr	seven-year-old	San Francisco	unk	$7	Scalr, a seven-year-old, San Francisco-based company whose enterprise cloud management platform is used by NASA’s Jet Propulsion Lab, the FDA, Autodesk, and many others, has just raised $7 million from OpenView Venture Partners. More here.
0025	2016-Jan-08	 ng 	StartEngine	four-year-old	Santa Monica, Ca.	Series A 	$5.5	StartEngine, a four-year-old, Santa Monica, Ca.-based equity crowdfunding platform, has raised $5.5 million in Series A funding from SE Agoura Investment. More here.
0026	2016-Jan-08	 ng 	Xeris Pharmaceuticals	10-year-old	unk	Series C 	$41	Xeris Pharmaceuticals, a 10-year-old, Austin, Tex.-based company that’s developing patient-friendly injectables for indications in diabetes, epilepsy, and immunology, has raised $41 million in Series C funding led by Redmile Group, with participation from Deerfield Management, Sabby Management, The McNair Group, and others. MedCity News has more here.
0027	2016-Jan-08	 ng 	Zai Lab	1.5-year-old	Shanghai, China	Series B 	$100	Zai Lab, a 1.5-year-old, Shanghai, China-based biopharmaceutical company, has raised more than $100 million in Series B funding led by Advantech Capital, with participation from OrbiMed and earlier backers Qiming Ventures, Sequoia Capital China, and TF Capital. More here.
0028	2016-Jan-08	 ng 	Zymeworks	unk	Vancouver	Series A 	$61.5	Zymeworks, an 11-year-old, Vancouver-based developer of bi-specific antibodies and antibody drug conjugates for the treatment of cancer, autoimmune and inflammatory diseases, has raised $61.5 million in Series A funding co-led by BDC Capital and Lumira Capital. Other investors included Perceptive Advisors, Teralys Capital, Northleaf Venture Catalyst Fund,Brace Pharma Capital, Merlin Nexus and return backers Eli Lilly & Co., Celgene, CTI Life Sciences Fund, and the Fonds de solidarite FTQ. More here.
0029	2016-Jan-08	 nf 	Hamilton Lane	unk	unk	unk	$240	Hamilton Lane, the 17-year-old investment firm, has raised $240 million for its fourth private equity secondaries fund, shows an SEC filing that lists a $1.25 billion target.
0030	2016-Jan-08	 nf 	K2 Global	seven-month-old	San Francisco	unk	unk	K2 Global, a seven-month-old, San Francisco-based venture firm that has partners in Silicon Valley and Singapore, is looking to raise up to $100 million for its debut fund, reports Dow Jones VentureWire. The firm is investing in software, Internet and mobile companies. More here.
0031	2016-Jan-13	 ng 	CarTrade	six-year-old	Mumbai, India	new fund	$145	CarTrade, a six-year-old, Mumbai, India-based classified site for car dealers in India, has raised $145 million in new funding led by the Singapore-based investment firm Temasek and March Capital, with participation from returning investor Warburg Pincus.
0032	2016-Jan-13	 ng 	Envelop VR	1.5-year-old	Bellevue, Wa.	Series A 	$5.5	Envelop VR, a 1.5-year-old, Bellevue, Wa.-based virtual reality software company that aims to bring businesses and consumers to immersive computing, has raised Series A funding from GV that brings its total round to $5.5 million. The company had raised earlier Series A funding, back in October, from Madrona Venture Group.
0033	2016-Jan-13	 ng 	Moltin	2.5-year-old	Mountain View, Ca.	seed fund	$2	Moltin, a 2.5-year-old, Mountain View, Ca.-based company that helps developers build customizable e-commerce solutions using its API, has raised $2 million in seed funding from Frontline Ventures, venture capitalist Gil Dibner’s AngelList Syndicate, Y Combinator, and Funders Club. VentureBeat has more here.
0034	2016-Jan-13	 ng 	Moneybox	seven-month-old	U.K.	unk	$3	Moneybox, a seven-month-old, U.K.-based, yet-to-launch startup that wants to encourage millennials to save and invest, has raised $3 million in funding from Samos Investments and numerous unnamed angel investors. TechCrunch has more here.
0035	2016-Jan-13	 ng 	mParticle	two-year-old	New York	Series A 	$15	mParticle, a two-year-old, New York-based startup that helps mobile app-makers consolidate their data, has raised $15 million in Series A funding led by Social + Capital, with participation from earlier backers Bowery Capital, Eniac Ventures and Golden Ventures. TechCrunch has more here.
0036	2016-Jan-13	 ng 	Shape Security	four-year-old	Mountain View, Ca.	Series D 	$25	Shape Security, a four-year-old, Mountain View, Ca.-based company whose technology defend websites against attacks from malware, botnets, and scripts, has raised $25 million in Series D funding led by Baseline Ventures. Beijing-based Northern Light Venture Capital also joined the round, alongside earlier investors GV, Kleiner Perkins Caufield & Byers, Norwest Venture Partners, Eric Schmidt’s Tomorrow Ventures and others. The company has raised $91 million in funding to date. Venture Capital Dispatch has more here.
0037	2016-Jan-13	 ng 	SmashFly	unk	Concord, Ma.	Series B 	$22	SmashFly, an eight-year-old, Concord, Ma.-based startup that manages inbound interest from potential recruits and keeps them engaged with a company with the aim of converting them to an employee, has raised $22 million in Series B funding led by Bessemer Venture Partners. TechCrunch has more here.
0038	2016-Jan-13	 ng 	Zerto	6.5-year-old	Boston	Series E 	$50	Zerto, a 6.5-year-old, Boston-based maker of disaster recovery software, has raised $50 million in Series E funding led by Institutional Venture Partners. Other investors in the deal include Access Industries and earlier backers 83North, Battery Ventures, Harmony Partners, RTP Ventures,U.S. Venture Partners, and Mark Leslie.
0039	2016-Jan-13	 nf 	Leaders Fund	new	unk	unk	unk	Leaders Fund, a new venture firm with offices in Toronto and Atlanta, Ga., has taken the wraps off a $100 million evergreen fund that it intends to invest in enterprise startups. We talked with the founders yesterday.
0040	2016-Jan-13	 nf 	Netflix	unk	unk	unk	unk	Netflix CEO Reed Hastings took to Facebook yesteday to announce that he would be personally funding a new $100 million philanthropic fund, focusing exclusively on education-related projects and organizations. TechCrunch has more here.
0041	2016-Jan-13	 nf 	TrueBridge Capital Partners	unk	unk	unk	unk	TrueBridge Capital Partners, the Chapel Hill, N.C.-based investment firm, has closed its fourth venture capital fund-of-funds, TrueBridge-Kauffman Fellows Endowment Fund IV, L.P., with $400 million in commitments. It says it had targeted $325 million. More here.
0042	2016-Jan-22	 ng 	BaubleBar	four-year-old	New York	Series C 	$20	BaubleBar, a four-year-old, New York-based fashion jewelry e-commerce startup, has raised $20 million in Series C funding led by earlier backer Accel Partners. Hubert Burda Media, shoe retailer DSW, Simon Venture Group, and earlier backers Aspect Ventures, Burch Creative Capital and Greycroft Partners.
0043	2016-Jan-22	 ng 	Canvs	five-year-old	New York	Series A 	$5.6	Canvs, a five-year-old, New York-based startup that measures emotion on social media, has raised $5.6 million in Series A funding led by KEC Ventures. Other investors in the Series A include Rubicon Venture Capital, Gary Vaynerchuk’s BRaVe Ventures, Social Starts, and Milestone Venture Partners. TechCrunch has more here.
0044	2016-Jan-22	 ng 	FiveStars	five-year-old	San Francisco	Series C 	$50	FiveStars, a five-year-old, San Francisco-based startup that has built a platform and app to run loyalty programs and shopping analytics for small brick-and-mortar retailers, has raised $50 million in Series C funding led by HarbourVest Partners. Earlier backers Lightspeed Venture Partners, Menlo Ventures, and DCM Ventures also joined the round, which brings the company’s total funding to $92 million. TechCrunch has more here.
0045	2016-Jan-22	 ng 	Ice.com	1.5-year-old	Austin, Tex.	seed fund	unk	Ice.com, a 1.5-year-old, Austin, Tex.-based online jewelry marketplace that also aims to educate its customers on their potential purchases, has $2 million in seed funding Maveron, Rivet, Quest, Uj Ventures, and numerous angel investors. TechCrunch has more here.
0046	2016-Jan-22	 ng 	Iterable	2.5-year-old	San Francisco	Series A 	$8	Iterable, a 2.5-year-old, San Francisco-based growth marketing and user engagement platform that passed through the AngelPad accelerator in 2013, has raised $8 million in Series A funding led by CRV, with participation from previous investors. VentureBeat has more here.
0047	2016-Jan-22	 ng 	Jugnoo	1.5-year-old	unk	Series B 	$5.5	Jugnoo, a 1.5-year-old, Chandigarh, India-based rickshaw-on-demand service, has raised $5.5 million in Series B funding, including from earlier backers Paytm, the Alibaba-backed billion-dollar mobile payments firm, and Snow Leopard. TechCrunch has more here.
0048	2016-Jan-22	 ng 	LendUp	three-year-old	San Francisco	unk	$150	LendUp, a three-year-old, San Francisco-based “socially responsible” financial tech company, has raised $150 million in funding from investors, including Susa Ventures, Data Collective, GV, QED, Kapor Capital, Victory Park Capital and SV Angel. More here.
0049	2016-Jan-22	 ng 	LoanHero	1.5-year-old	San Diego, Ca.	new fund	$2.5	LoanHero, a 1.5-year-old, San Diego, Ca.-based online-lender, has raised $2.5 million in new funding, led by Alsop Louie Partners and Mucker Capital. The company has now raised $4.2 million altogether. The San Diego Union-Tribune has more here.
0050	2016-Jan-22	 ng 	Mucosis	nine-year-old	unk	unk	3.7	Mucosis, a nine-year-old, Groningen, Netherlands-based clinical-stage biotechnology company at work on a vaccine for RSV, a virus that theatens newborns and elderly adults, has raised 3.7 million euros ($4 million) from Wellcome Trust. More here.<
0051	2016-Jan-22	 ng 	Nubo	4.5-year-old	Israel	Series A 	$7	Nubo, a 4.5-year-old, Israel-based company whose software enables employees to access company files on their own mobile devices, has raised $7 million in Series A funding led by Magma Venture Partners and Motorola Solutions Venture Capital. TechCrunch has more here.
0052	2016-Jan-22	 ng 	OpenDoor	unk	San Francisco	unk	$80	OpenDoor, the two-year-old, San Francisco-based online home-selling service, quietly raised $80 million at a roughly $580 million valuation back in October, led by billionaire Len Blavatnik’s Access Industries. The WSJ has the story here.
0053	2016-Jan-22	 ng 	Roger	year-old	New York	seed fund	$1	Roger, a year-old, New York-based walkie-talkie-style voice messaging app created by two former Spotify engineers, has raised $1 million in seed funding led by Social Capital. TechCrunch has more here.
0054	2016-Jan-22	 ng 	Waldo Photos	new	unk	unk	$5	Waldo Photos, a new Austin, Tex.-based startup that works with professional photographers to zap photos of you at events, concerts and other events directly to your phone, has raised $5 million in seed funding from Upfront Ventures. TechCrunch has more here.
0055	2016-Jan-22	 nf 	Abingworth	unk	unk	unk	unk	Abingworth, the London-based venture capital firm focused on life sciences, has closed its eleventh fund with $105 million fund. More here.
0056	2016-Jan-22	 nf 	SGVC II	unk	unk	new fund	$50	Israeli-American Dovi Frances announced earlier this week that he has raised $50 million for his second fund, SGVC II. Frances previously cofounded a fund with Russian-American billionaire Sergey Grishin that the two called SGVC. According to GeekTime, Frances will be running the new fund alone; he has also bought Grishin out of his position in that first fund. More here.
0057	2016-Jan-25	 ng 	Aircall	1.5-year-old	unk	new fund	$2.75	Aircall, a 1.5-year-old, French SaaS startup focused on quick deployment of enterprise phone systems, has raised $2.75 million in new funding led by Balderton Capital, with participation from FundersClub. TechCrunch has more here.
0058	2016-Jan-25	 ng 	DataXu	6.5-year-old	Boston	new fund	$10	DataXu, a 6.5-year-old, Boston-based company that makes programmatic marketing software for brands and agencies, has raised $10 million in new funding led by the U.K.-based, paid-TV giant Sky. The company has now raised roughly $65 million altogether, including from Accomplice, Menlo Ventures, Thomvest Ventures and Flybridge Capital Partners. TechCrunch has more here.
0059	2016-Jan-25	 ng 	HomePolish	three-year-old	New York	new fund	$17	HomePolish, a three-year-old, New York-based online platform for booking interior designers, has raised nearly $17 million of a new funding round that could total $21.5 million, according to an SEC filing first flagged by Fortune. New backers include Elephant VC.
0060	2016-Jan-25	 ng 	iROKO	four-year-old	Nigeria	new equity fund	$12	iROKO, a four-year-old, Nigeria-based online entertainment platform, has raised $12 million in new equity funding from the French cable company Canal+ and earlier backer Kinnevik. TechCrunch has more here.
0061	2016-Jan-25	 ng 	mPrest	13-year-old	Israel	Series A 	$20	mPrest, a 13-year-old, Israel-based developer of monitoring and control software for the Internet of Things, has raised $20 million in Series A funding co-led by GE Ventures and OurCrowd. More here.
0062	2016-Jan-25	 ng 	Omni-ID	nearly nine-year-old	unk	unk	$21	Omni-ID, a nearly nine-year-old. Rochester, N.Y.-based maker of UHF RFID tags that work in harsh environments, has raised $21 million in fresh funding from GE Ventures, Stonehenge Growth Equity Partners, and YFY Group of Taiwan, along with earlier backer Trillium International. More here.
0063	2016-Jan-25	 ng 	Oscar	unk	New York	unk	$327	Oscar, the 2.5-year-old, New York-based healthcare insurance startup, has reportedly authorized the sale of up to $400 million in new shares that are valued at $6.75 each, which — as Fortune’s Dan Primack notes — would give the company a fully-diluted valuation of roughly $2.97 billion. The company has already raised $327 million, including from Google Capital, Khosla Ventures, and Founders Fund, shows Crunchbase; Fidelity Investments is reportedly leading the new round.
0064	2016-Jan-25	 ng 	Prevalent Networks	unk	Warren, N.J.	Series B 	$8	Prevalent Networks, an 11-year-old, Warren, N.J.-based maker of vendor risk management and cyber threat intelligence analytics software, has raised $8 million in Series B funding from Fulcrum Equity Partners and Spring Mountain Capital. More here.
0065	2016-Jan-25	 ng 	RetraceHealth	two-year-old	Minneapolis, Mn.	unk	unk	RetraceHealth, a two-year-old, Minneapolis, Mn.-based primary care clinic that relies on video visits to reach patients, has raised an undisclosed amount of funding from Blue Cross and Blue Shield of Minnesota, HealthEast Care System, and McKesson Ventures. More here.
0066	2016-Jan-25	 ng 	Wingz	two-year-old	San Francisco	Series B 	$11	Wingz, a two-year-old, San Francisco-based scheduled airport ride startup, has raised $11 million in Series B funding, including from Expedia, Altimeter Capital, and Salesforce CEO Marc Benioff. VentureBeat has more here.
0067	2016-Jan-25	 ng 	WOO Sports	2.5-year-old	Boston, Ma.	Series A 	unk	WOO Sports, a 2.5-year-old, Boston, Ma.-based company whose tracking devices enable kiteboarders to measure their performance, share results, and compete against their peers, has raised $4.3 million in Series A funding, shows an SEC filing.
0068	2016-Jan-25	 ng 	Assemble.VC	new	unk	unk	unk	Assemble.VC, a new, Boston-based venture firm, is targeting $75 million for its debut fund, and its founders — longtime VCs Michael Skok and C.A. Webb — tell BostInno how they’re trying to differentate themselves from their peers.
0069	2016-Jan-25	 ng 	CAVU Ventures	year-old	New York	unk	unk	CAVU Ventures, a year-old, New York-based venture firm focused on food and other consumer packaged goods, has closed its debut fund with $156 million, shows an SEC filing first flagged by VentureWire.
0070	2016-Jan-25	 ng 	Origin Ventures	16-year-old	Chicago	unk	unk	Origin Ventures, a 16-year-old, Chicago-based early-stage firm, is targeting $100 million for its fourth fund, shows an SEC filing that states the first sale has yet ot occur.
0071	2016-Jan-26	 ng 	5miles	1.5-year-old	Dallas and Beijing	new fund	$30	5miles, a 1.5-year-old, Dallas and Beijing-based location-centric mobile marketplace app that competes with Craigslist, VarageSale and others, has raised $30 million in new funding led by Blue Lake Capital. IDG, Morningside, SIG-China and individuals who have worked with or invested in Alibaba, also joined the round. The Dallas Morning News has more here.
0072	2016-Jan-26	 ng 	Authorea	2.5-year-old	New York	unk	$1.5	Authorea, a 2.5-year-old, New York-based science collaboration and publishing platform, has raised $1.5 million in funding led by Lux Capital, with participation from the Knight Foundation and earlier backers ff Venture Capital and New York Angels.
0073	2016-Jan-26	 ng 	Cedexis	six-year-old	Portland, Ore.	Series B 	$22	Cedexis, a six-year-old, Portland, Ore.-based company that helps large enterprises monitor and optimize how their traffic flows from their servers, CDNs and cloud providers to their customers, has raised $22 million in Series B funding. Ginko Ventures led the round, with participation from Foxconn, Nokia Growth Partners, Citrix Systems Ventures and earlier backers Madrona Ventures and Advanced Technology Ventures. The company has now raised $40.2 million altogether. TechCrunch has more here.
0074	2016-Jan-26	 ng 	Codiak Biosciences	year-old	San Francisco	Series B 	$61	Codiak Biosciences, a year-old, San Francisco-based developing exosomes as both a therapeutic modality and an advanced diagnostic system, has raised $61 million in Series B funding led by ARCH Venture Partners and Flagship Ventures, with participation from the Alaska Permanent Fund, Alexandria Venture Investments and Fidelity. The company has now raised $92 million altogether. MedCity News has more here.
0075	2016-Jan-26	 ng 	CosmosID	nine-year-old	Washington, D.C.	Series B 	$6	CosmosID, a nine-year-old, Washington, D.C.-based metagenomics startup that has a curated library of roughly 65,000 viruses, bacteria, fungi and parasites that it says can identify in a prepared sample  in minutes, has raised $6 million in Series B funding from undisclosed investors. MedCity News has more here.
0076	2016-Jan-26	 ng 	Eyeota	three-year-old	Singapore	Series A 	$7	Eyeota, a three-year-old, Singapore-based ad-targeting and consumer data startup, has raised $7 million in  Series A funding, including from Global Brain Corporation, Infinity Venture Partners, and Project A Ventures. TechCrunch has more here.
0077	2016-Jan-26	 ng 	FaceIt	three-year-old	London	unk	$15	FaceIt, a three-year-old, London-based platform for competitive e-sports (it enables videogame fans to watch game play online), has raised $15 million in funding co-led by Index Ventures and Anthos Capital, with participation from United Ventures. Variety has more here.
0078	2016-Jan-26	 ng 	Fireglass	1.5-year-old	New York	Series A 	$20	Fireglass, a 1.5-year-old, New York-based enterprise network security company, has raised $20 million in Series A funding led by Norwest Venture Partners, Lightspeed Venture Partners, Singtel Innov8, co-founder of Imperva and Trusteer Mickey Boodaei, and co-founder of Trusteer, Rakesh Loonkar. TechCrunch has more here.
0079	2016-Jan-26	 ng 	Grovo	5.5-year-old	New York	Series C 	$40	Grovo, a 5.5-year-old, New York-based online platform focused on enabling users to learn new business skills, has raised $40 million in Series C funding led by earlier backer Accel Partners, with participation from Costanoa Venture Capital, SoftTech VC, Vayner Capital, and investor-operator Greg Waldorf. The company has now raised $65 million altogether. TechCrunch has more here.
0080	2016-Jan-26	 ng 	HopSkipDrive	year-old	L.A.	Series A 	$10.2	HopSkipDrive, a year-old, L.A.-based ride service for kids, has raised $10.2 million in Series A funding led by FirstMark Capital, with participation from new investors Greycroft Partners, Pritzker Group Venture Capital, and earlier backers Upfront Ventures, BBG Ventures and 1776. TechCrunch hasmore here.
0081	2016-Jan-26	 ng 	Jan Medical	13-year-old	Mountain View, Ca.	Series C 	$7.5	Jan Medical, a 13-year-old, Mountain View, Ca.-based medical device company that makes a non-invasive, portable brain sensing system designed as a rapid aid to help diagnose abnormal neurological conditions like concussion and stroke, has raised $7.5 million in Series C funding from Brainlab, itself a privately held, Munich-based medical technology company. MedCity News hasmore here.
0082	2016-Jan-26	 ng 	Jitterbit	10-year-old	Alameda, Ca.	unk	$20	Jitterbit, a 10-year-old, Alameda, Ca.-based enterprise software company whose cloud-based app integration platform is used by some 35,000 customers, has raised $20 million in funding led by KKR. TechCrunch has more here.
0083	2016-Jan-26	 ng 	ParkWhiz	nine-year-old	Chicago	Series C 	$24	ParkWhiz, a nine-year-old, Chicago-based parking startup, has raised $24 million in Series C funding led by Baird Capital, with participation from Beringea and Jump Capital. The company, which has now raised $36 million altogether, has also just acquired a New-York based competitor, BestParking, for undisclosed terms. TechCrunch has more here.
0084	2016-Jan-26	 ng 	Powerhive	four-year-old	Berkeley, Ca.	Series A 	$20	Powerhive, a four-year-old, Berkeley, Ca.-based company that enables the development, financing, and management of renewable solar micrograms in emerging markets, has raised $20 million in Series A funding led by Prelude Ventures, with participation from First Solar, Total Energy Ventures, Tao Capital Partners and Caterpillar Venture Capital, the corporate venture arm of the publicly traded construction giant Caterpillar.
0085	2016-Jan-26	 ng 	Seebo	3.5-year-old	Tel Aviv, Israel	Series A 	$8.5	Seebo, a 3.5-year-old, Tel Aviv, Israel-based startup that offers an Internet of Things (IoT) end-to-end platform to help companies launch smart products faster, has raised $8.5 million in Series A funding. The round was led by Carmel Ventures, with participation from earlier backers, including TPY Capital. The company has now raised $14 million altogether. TechCrunch has more here.
0086	2016-Jan-26	 ng 	SnapMD	2.5-year-old	Glendale, Ca.	unk	$5.3	SnapMD, a 2.5-year-old, Glendale, Ca.-based telemedicine startup telemedicine platform that helps physicians conduct scheduled virtual consultations with patients who are receiving ongoing treatment, has raised $5.3 million in fresh funding from Shea Ventures, TYLT Labs, and Whittier Ventures. MedCity News has more here.
0087	2016-Jan-26	 ng 	Vidyard	4.5-year-old	Kitchener, Ontario	Series C 	$35	Vidyard, a 4.5-year-old, Kitchener, Ontario-based startup whose software helps companies use online video to boost sales, has raised $35 million in Series C funding led by Battery Ventures, with participation from earlier backers Bessemer Venture Partners, Salesforce Ventures, OMERS Ventures, iNovia Capital and SoftTech VC. (In fact, the company has released a “Star Wars”-themed video to announce the funding.)
0088	2016-Jan-26	 nf 	Qiming Venture Partners	10-year-old	Shanghai, China	unk	$650	Qiming Venture Partners, a 10-year-old, Shanghai, China-based venture firm that was an early investor in smartphone maker Xiaomi, has raised $650 million for its fifth fund, including from Princeton University, reports DealStreetAsia. Qiming closed its fourth fund with $500 million in 2014 and closed its third fund with $450 million in 2011. Last year, the early-stage firm, which backs everything from healthcare to IT to cleantech, also raised a separate, $75 million fund to pack more funding into its breakaway portfolio companies.
0089	2016-Jan-27	 ng 	Adicet Bio	1.5-year-old	New York	Series A 	$51	Adicet Bio, a 1.5-year-old, New York-based developer of cell immunotherapies, has raised $51 million in Series A funding led by OrbiMed Advisors, with participation from Novartis Venture Fund and Pontifax.
0090	2016-Jan-27	 ng 	Branch Metrics	nearly two-year-old	Palo Alto, Ca.	Series B 	$35	Branch Metrics, a nearly two-year-old, Palo Alto, Ca.-based “deep linking” company, has raised $35 million in Series B funding led by Founders Fund, with participation from Madrona Venture Group and earlier backers New Enterprise Associates, Pejman Mar Ventures, Cowboy Ventures, Zach Coelius, and Ben Narasin. TechCrunch has more here.
